code,2024-08-21,2024-08-22,2024-08-23,2024-08-26,2024-08-27,2024-08-28,2024-08-29,2024-08-30,2024-09-02,2024-09-03,2024-09-04,2024-09-05,2024-09-06,2024-09-09,2024-09-10,2024-09-11,2024-09-12,2024-09-13,2024-09-18,2024-09-19,2024-09-20,2024-09-23,2024-09-24,2024-09-25,2024-09-26,2024-09-27,2024-09-30,2024-10-08,2024-10-09,2024-10-10,2024-10-11,2024-10-14,2024-10-15,2024-10-16,2024-10-17,2024-10-18,2024-10-21,2024-10-22,2024-10-23,2024-10-24,2024-10-25,2024-10-28,2024-10-29,2024-10-30
sh.601225,54.54545454545453,51.77304964539005,56.31067961165049,63.56164383561644,63.760217983651216,69.43620178041544,69.13946587537092,71.50684931506851,72.11796246648797,70.97625329815301,59.375000000000014,47.11538461538463,32.71889400921661,33.10023310023311,39.956331877729276,35.53398058252429,35.65891472868222,37.02290076335879,43.39622641509435,42.664418212478914,46.781789638932494,44.151565074135085,53.75170532060028,55.54016620498615,63.86554621848738,66.41697877652933,81.36482939632543,73.19952774498229,60.691823899371066,68.05696846388605,66.3627152988855,67.51467710371821,58.730158730158735,60.060667340748246,57.78947368421053,56.55471289274106,47.80976220275343,49.45454545454543,38.52573018080666,38.94297635605007,29.906542056074784,41.333333333333336,53.98009950248756,37.35294117647062
sh.601288,72.2222222222222,73.21428571428567,76.36363636363637,85.71428571428567,90.5660377358491,83.63636363636365,56.75675675675673,43.33333333333333,51.428571428571445,42.85714285714287,43.75,39.34426229508198,32.72727272727275,31.481481481481467,37.837837837837824,31.40495867768594,31.967213114754117,30.952380952380977,30.952380952380935,31.967213114754088,41.747572815533985,55.43478260869569,55.91397849462364,73.68421052631581,74.02597402597408,60.63829787234045,64.07766990291265,61.320754716981156,53.27102803738319,66.66666666666669,66.35514018691589,73.98373983739839,66.40625,68.84057971014492,65.94202898550728,62.87878787878788,51.58730158730159,50.80645161290324,48.33333333333333,58.252427184466,51.02040816326534,50.0,56.38297872340424,43.678160919540225
sh.601318,44.30379746835443,48.72389791183295,61.698440207972304,76.23126338329774,76.23126338329763,75.81699346405227,70.3030303030303,76.85039370078742,69.71935007385527,70.23809523809524,60.21671826625387,63.02158273381296,58.85885885885885,55.36723163841806,54.893617021276576,55.84415584415586,43.016759776536325,45.936395759717314,54.385964912280734,56.40243902439027,62.520458265139126,50.63025210084035,73.14112291350533,78.77947295423027,90.1030927835052,90.76923076923082,94.87678339818422,98.87121600820937,75.56862745098043,78.37357954545456,75.72314049586778,76.40562248995985,72.0785597381342,71.95001644195989,70.9488099119661,71.25690159142579,68.14375436147941,67.34620886981402,65.08604206500956,62.45980707395499,51.51816824290692,36.48562300319491,59.89743589743587,35.3077816492451
sh.601328,83.33333333333334,83.52941176470591,87.65432098765436,92.20779220779225,92.85714285714289,85.7142857142858,59.523809523809504,42.16867469879518,38.03680981595089,31.213872832369915,27.16763005780345,21.11801242236021,10.563380281690101,7.586206896551701,8.219178082191746,5.521472392637989,6.134969325153321,5.988023952095745,5.421686746987888,5.732484076433053,10.569105691056862,25.287356321839,52.75590551181104,64.10256410256412,75.00000000000006,63.25301204819281,66.48351648351652,67.22222222222221,57.41626794258373,69.19642857142858,68.14159292035399,72.34042553191489,66.80327868852459,69.77611940298507,66.54545454545453,64.92537313432837,54.2016806722689,53.41880341880342,45.673076923076934,52.74725274725273,47.61904761904762,47.33727810650889,56.338028169014095,41.28440366972475
sh.601390,31.884057971014528,39.130434782608695,43.5483870967742,50.819672131147605,49.20634920634922,41.33333333333335,34.444444444444485,39.99999999999999,27.927927927927897,26.724137931034463,19.672131147540938,20.325203252032537,12.820512820512775,12.396694214875993,12.605042016806678,8.403361344537785,8.403361344537785,4.958677685950391,6.837606837606842,15.596330275229349,22.222222222222186,19.7916666666667,44.186046511627936,61.90476190476189,77.86885245901638,79.38931297709921,87.07865168539324,92.9292929292929,71.31782945736434,78.09523809523809,72.1407624633431,74.35158501440921,70.52341597796143,70.1949860724234,67.11956521739131,68.24146981627297,67.5603217158177,64.28571428571428,61.65644171779141,57.79816513761468,49.819494584837535,43.77510040160642,55.61224489795917,33.333333333333314
sh.601398,77.63157894736842,80.68181818181819,82.41758241758241,86.20689655172413,87.36842105263158,82.9787234042553,62.9310344827586,49.624060150375946,47.79411764705884,41.447368421052644,38.96103896103897,33.33333333333336,27.659574468085125,20.45454545454548,25.581395348837205,16.153846153846146,13.492063492063494,15.199999999999974,16.53543307086609,16.666666666666615,22.77227722772271,34.146341463414544,52.83018867924527,65.21739130434788,73.78640776699035,66.66666666666669,70.7692307692308,69.17293233082708,63.70370370370372,75.17241379310346,75.17241379310346,77.91411042944787,66.86046511627909,69.83240223463687,66.84782608695652,66.4835164835165,54.70588235294118,52.97619047619046,48.02631578947367,55.555555555555564,47.5409836065574,47.93388429752067,50.877192982456116,36.458333333333385
sh.601601,35.34971644612479,39.7872340425532,45.99236641221373,69.39313984168864,76.90058479532154,71.46739130434779,54.88372093023256,68.35236541598692,68.1444991789819,65.18282988871222,64.56692913385825,67.48554913294797,67.343976777939,60.10362694300517,62.78755074424899,63.21525885558584,55.2325581395349,55.2975326560232,60.02604166666667,62.31493943472409,68.79643387815754,60.15180265654651,70.71129707112975,70.31900138696253,78.00429184549355,78.6902286902287,83.2104832104832,91.34466769706336,70.19002375296913,72.43303571428572,71.55457552370451,72.82780410742495,68.36306400839455,66.78644763860368,67.69547325102879,68.36272040302265,64.99442586399107,66.88778330569376,64.47212336892053,59.88977342314757,48.35082458770613,40.18456375838928,62.11180124223603,46.098439375750274
sh.601628,42.30769230769234,47.368421052631575,48.01223241590216,71.02615694164994,84.53159041394339,82.20338983050858,83.98268398268405,86.21973929236506,87.604690117253,91.3344887348354,83.0570902394107,82.54269449715372,77.94432548179874,75.83333333333337,77.31092436974791,74.04255319148936,71.09004739336496,70.02457002457,74.36974789915968,75.47974413646057,77.12418300653599,75.29411764705884,77.80126849894293,82.47078464106848,90.59701492537319,91.18881118881124,95.2898550724638,98.22251481237659,74.43721860930468,75.44466403162058,70.79812206572771,72.19490388913725,66.71081677704196,67.45718050065877,66.89895470383274,67.43787489288775,65.70397111913358,63.384321223709385,63.679468942626855,60.22835394862037,49.88479262672811,31.323529411764696,48.9795918367347,41.67550371155884
sh.601633,32.222222222222314,35.08064516129035,49.58333333333334,49.17355371900828,45.6349206349206,41.66666666666667,50.46439628482968,61.8453865336658,47.79999999999998,53.95256916996049,55.7874762808349,58.39285714285714,56.529850746268636,56.635514018691595,55.384615384615365,62.615101289134444,58.11320754716979,57.14285714285714,63.83333333333333,68.43971631205673,66.66666666666666,60.44444444444445,80.66298342541438,81.28342245989306,85.13800424628451,87.67605633802819,91.70616113744076,96.04060913705584,75.6019261637239,76.17554858934169,70.07930785868781,71.45953757225433,65.28571428571428,61.09993293091883,57.53865979381443,58.966376089663754,57.25756639901173,57.77913361805979,56.450597860289484,49.19302775984506,40.603773584905674,30.29801324503312,36.746987951807235,30.084745762711876
sh.601658,74.07407407407405,76.2711864406779,80.35714285714282,90.19607843137243,90.90909090909079,83.33333333333339,60.75949367088608,50.52631578947372,45.9770114942529,41.66666666666665,37.362637362637386,28.749999999999986,29.629629629629676,25.55555555555553,26.373626373626323,18.367346938775484,20.792079207920793,22.330097087378675,25.233644859813126,26.470588235294116,39.3258426966292,51.9480519480519,60.63829787234041,71.11111111111107,75.96153846153842,68.695652173913,71.19999999999995,80.30303030303027,66.45569620253166,77.01149425287356,76.60818713450291,78.60962566844918,71.2820512820513,74.52830188679246,72.46376811594205,71.7821782178218,65.46391752577321,64.17112299465242,61.271676300578044,65.0306748466258,57.82312925170071,49.635036496350374,60.176991150442475,40.62499999999995
sh.601668,49.15254237288137,62.500000000000014,71.42857142857153,70.00000000000013,63.63636363636363,51.666666666666636,32.46753246753245,43.95604395604393,38.61386138613861,33.91304347826083,24.999999999999957,25.641025641025635,22.689075630252077,20.45454545454544,23.66412213740456,18.382352941176464,18.115942028985515,18.382352941176464,21.212121212121218,28.03030303030303,35.135135135135144,28.00000000000007,46.95652173913042,63.70967741935482,76.55172413793102,75.88652482269501,83.33333333333333,91.71270718232043,68.64406779661016,77.0909090909091,71.14093959731542,74.3119266055046,71.2166172106825,72.36467236467237,67.0212765957447,67.45406824146983,67.10875331564986,63.333333333333336,60.47904191616768,57.636887608069166,51.757188498402556,45.928338762214985,55.29411764705883,43.127962085308056
sh.601669,38.70967741935481,39.34426229508198,40.67796610169496,41.37931034482762,29.999999999999986,26.58227848101265,19.811320754716988,21.153846153846132,11.607142857142833,12.389380530973412,6.837606837606842,9.48275862068968,4.5454545454545325,4.464285714285708,4.6728971962616725,4.464285714285708,4.504504504504496,4.6728971962616725,6.4516129032258505,15.730337078651743,23.728813559322106,25.00000000000003,53.33333333333333,64.10256410256412,80.4347826086956,81.44329896907212,87.41258741258737,94.67455621301771,71.11111111111111,77.35849056603773,69.25675675675674,70.39473684210526,68.05111821086263,67.3202614379085,64.98422712933753,65.63467492260062,64.30868167202571,62.24489795918367,60.4982206405694,56.8421052631579,48.962655601659755,40.291262135922324,53.2051282051282,32.47863247863248
sh.601728,58.426966292134814,59.340659340659386,65.06024096385542,66.66666666666666,73.56321839080458,67.36842105263156,72.72727272727266,73.56321839080451,74.99999999999993,74.15730337078647,70.51282051282045,61.538461538461476,54.43037974683539,57.14285714285711,50.68493150684935,39.02439024390246,32.653061224489875,35.922330097087425,29.896907216494895,31.18279569892482,42.30769230769233,48.0,52.7272727272727,48.214285714285715,55.384615384615365,56.69291338582676,69.18238993710692,65.82278481012658,53.439153439153436,64.2512077294686,59.375,61.92468619246862,60.16260162601627,62.295081967213115,58.29787234042555,59.67078189300413,58.64978902953588,59.913793103448285,55.0,53.777777777777786,43.68421052631577,46.3157894736842,56.41025641025639,43.41085271317829
sh.601857,46.95121951219512,51.33333333333336,73.39449541284415,74.56140350877206,77.86259541984745,72.34042553191492,55.33333333333335,57.333333333333314,57.333333333333364,48.0446927374302,35.944700460829495,29.43925233644859,26.267281105990733,25.79185520361986,27.1111111111111,25.738396624472557,27.57201646090536,25.738396624472557,22.123893805309734,21.459227467811147,26.540284360189574,28.89908256880736,36.73469387755102,42.922374429223744,54.02298850574714,57.66871165644171,72.47706422018351,83.33333333333331,58.89967637540451,65.3250773993808,63.52201257861633,63.40694006309147,55.555555555555536,59.105431309904155,57.006369426751576,58.20433436532506,51.689189189189214,51.027397260273986,51.53583617747441,51.18644067796607,36.7088607594937,26.570048309178745,40.74074074074075,22.608695652173893
