code,sh.600028,sh.600030,sh.600031,sh.600036,sh.600048,sh.600050,sh.600089,sh.600104,sh.600150,sh.600276,sh.600309,sh.600406,sh.600436,sh.600438,sh.600690,sh.600809,sh.600887,sh.600900,sh.600941,sh.601012,sh.601088,sh.601166,sh.601225,sh.601288,sh.601318,sh.601328,sh.601390,sh.601398,sh.601601,sh.601628,sh.601633,sh.601658,sh.601668,sh.601669,sh.601728,sh.601857,sh.601888,sh.601899,sh.601919,sh.601985,sh.601988,sh.603259,sh.603288,sh.603501,sh.603986,sh.688012,sh.688041,sh.688111,sh.688981
sh.600690,8.896886330054745,3.749814807526417,5.226902420614008,6.860005237599242,4.354018988874134,8.282130112693459,5.455352447561202,4.206210685192732,8.175749884461695,6.321611222662326,5.114712727257071,5.815058182861536,5.353406350840588,9.638471354521334,0.0,5.410659817272331,3.8817810741663346,10.988000229543145,6.01067576126038,6.501213144752854,6.705032021244605,7.077817299736532,6.5289328079790625,12.311612510373857,4.856925304908577,12.870191069370646,6.380383789834339,13.246747024013402,3.567817709217463,4.694092612428295,3.9724084882472797,8.144402411402579,5.830876573648114,5.418920708984895,7.665785474192037,7.080907708474858,4.280234597017275,5.933885478757599,4.254889053793518,8.1886784211121,11.545359604143506,3.0133612282499103,4.111756493125958,4.034533064056884,3.9568180392708143,6.181599088142985,5.9679335306052534,3.83458734075695,6.397136186646718
sh.600809,8.790921598942035,7.68806696073988,6.100964210641754,6.366080133045818,6.884181237939548,4.288280163180068,4.831624399041256,3.780032242599309,5.19295720205558,6.777725521927258,6.456353689687076,9.862889259531608,5.030989206885177,8.86518173713361,5.410659817272331,0.0,4.172390373280977,9.888421708085096,4.836877858540798,6.180104075398111,5.552685139870388,5.145917131628638,6.43653806885498,7.498039374953503,12.147210271994375,4.8719499785591704,5.983657771572045,5.3422186677064865,6.923111574292025,11.269539341584974,6.609274854100405,6.890102756639424,4.271074886937257,3.3246735791169693,5.464123953128993,5.209591536145675,3.44247751780441,4.229905092800562,6.308170997283002,4.237287598676733,6.13872717286838,4.25360307303014,5.073768232754034,4.89017841721767,4.654496298042811,5.245502594298394,7.60735309859334,3.9306374483550037,8.349388638121903
sh.600887,10.736289629581528,6.199459441119313,7.404839940454304,7.315840804790806,4.777997836724238,6.916439943250939,3.925056491391778,4.092611657151899,5.523909922687809,7.698954106506062,5.477010233514339,7.254709236830435,4.002334841849601,8.93561182008138,3.8817810741663346,4.172390373280977,0.0,8.989148138445753,7.934261933216261,4.718973727092983,9.219214851728687,7.140271687522365,8.461253246766843,8.753246210568623,10.22654401007473,8.87464312423006,4.548180440097108,7.617935695898077,5.009824495634931,9.181237649298817,4.732194492763261,8.122719356495542,5.643158295280292,4.501542468239944,11.507156836400291,10.195328130194822,3.9929275759550262,6.102364376347879,4.742484151455148,10.430362086108712,11.078156820558995,3.684263156066464,5.329424075035316,4.297988863239275,3.4522547253836033,5.2866418955485255,9.969672838525508,3.4217566855476145,9.153756701451906
sh.600900,5.100274723548595,8.643502290541871,8.774671351579876,14.75514890405416,17.61163220624772,10.010681272077093,9.41520119928898,10.646571016328462,7.4116784695244915,6.476569056650755,5.6484847169637025,8.93282591252996,7.308958144987271,9.892608855695864,10.988000229543145,9.888421708085096,8.989148138445753,0.0,5.464426671383177,11.279592595610598,6.0549768592556195,13.649573606970952,4.224766912026264,9.989984788723474,12.520880574958285,10.802679785716895,12.196692754625666,11.72549223960098,15.513802254228736,14.570872420878512,7.104324704306496,16.119267644044523,13.139997491641669,10.868194810879823,8.328496092861494,5.079253247055295,8.79532003379265,13.25879083959014,6.268911236836222,4.774530718499094,9.659974946138153,10.746844796791494,7.135930379736864,13.152805963041626,15.221854151225209,13.768470052994077,16.96509457893543,12.503717700527945,14.993177917270737
sh.600941,4.714513902923665,7.3706505802322875,4.274991542244083,6.284766674888297,9.979861409226265,3.2192702165200973,7.67117741305663,7.4069368492604655,6.039478002673871,3.4989278744926864,5.902205631281566,6.887504464540228,3.8589522144889723,8.674709540741707,6.01067576126038,4.836877858540798,7.934261933216261,5.464426671383177,0.0,7.969641094019218,2.9914637807650117,4.466078008387844,3.073013146240297,6.35862228490876,5.984404161963288,7.838747911760362,5.819404292548835,5.571030458605939,6.184187742363802,8.42564001552403,3.6303436495161527,6.9491535548024945,4.795226735741405,6.920898441798939,4.478877259375314,3.1483072007796418,7.550888150567889,4.51225480482121,4.866721290167054,3.9268586178274405,5.852358816769992,7.6604643581080705,4.4730252823912675,7.504946156415864,8.378248142030591,10.137457145310632,8.359647014541759,7.814084168800954,10.762717172478942
sh.601012,12.769472187506889,7.226824247020059,7.2421026944379685,7.651588236743392,5.291311621816575,7.663422274510239,4.004902940370746,6.872355085111013,6.883163610035988,7.082389407520422,9.154862988958644,8.005636147038421,4.68861149998191,5.449026932939681,6.501213144752854,6.180104075398111,4.718973727092983,11.279592595610598,7.969641094019218,0.0,7.552442677666702,7.439084978127562,7.1080344868824294,7.603494555596984,7.113593965140519,8.893349187994836,6.695611500614318,8.376229346826811,5.5516703645162,10.380916796238335,6.832269549977987,8.079236497121913,6.921325828526294,5.862636164426492,7.133229593661514,8.904742057856451,6.562216893486261,7.266445227762226,6.826246706072051,8.526032544289306,9.010545338327528,6.722279266162967,7.339139067951737,4.378304311448291,4.744296143478067,4.584529883186937,6.4800828445539125,4.763527743575453,6.452048616674836
sh.601088,3.826474682827869,7.7291238399624165,3.288941739004802,9.18841410671154,12.962604881784223,4.128018726862522,7.555467166841206,9.22317631422829,7.532620216335601,4.280599262493276,7.029975227486584,6.110097752749624,6.5712956647144605,7.873948933381143,6.705032021244605,5.552685139870388,9.219214851728687,6.0549768592556195,2.9914637807650117,7.552442677666702,0.0,5.582559255694501,2.361924982437091,4.585780177554811,5.633265110259813,7.12291958653079,7.6235350293372095,4.912269308017091,6.275427114835971,7.145312251825983,4.759036999748029,8.146829717158182,6.756119518285157,10.748817412591247,2.5791880423106948,3.458671028302016,9.392373513138425,5.500836002798289,7.581071759316385,3.574695439867937,4.416794781134379,8.414905413960373,4.820269043903629,10.16143047669482,10.51410771235144,11.831619403897472,9.90958468309246,9.923855800005475,10.616367875329324
sh.601166,10.66387484214891,7.60698199358252,4.752580378682341,2.6369403352605594,7.266809741250092,3.279745118767163,8.497381263565485,9.282889063373936,7.081304610324325,5.759603578193474,9.05221753070124,7.2947672299517405,6.341926959854648,8.101272498983,7.077817299736532,5.145917131628638,7.140271687522365,13.649573606970952,4.466078008387844,7.439084978127562,5.582559255694501,0.0,5.128164905023246,4.764466441230861,4.82071583644725,7.19119947206681,5.05364263929083,4.207496511030248,3.9477573791105978,7.431639586942304,5.8917182971894935,3.576492947187166,2.4430629667473807,6.62589322634541,3.8435151529864564,5.659428277748025,8.630460787129373,2.441383821970063,5.496746933583739,6.814076207969634,5.219758424078991,8.13188071108743,4.2175765874655955,6.91404262482016,8.243123072916886,9.456071523708074,5.913538808601731,6.363391787390813,6.76943908696768
sh.601225,4.260097496738578,6.9392296762318875,3.991571190411519,6.4470495076948975,12.694917091773702,5.065171284059498,7.61196640969613,10.028032747520982,6.88592237780448,4.492622730189208,6.031976322251268,5.444575798257366,5.186259538781634,7.032898215070382,6.5289328079790625,6.43653806885498,8.461253246766843,4.224766912026264,3.073013146240297,7.1080344868824294,2.361924982437091,5.128164905023246,0.0,5.4992799408024275,6.578434652150243,8.8111083035134,7.23693884004696,5.711521093254829,5.901432084561867,7.4943912887162245,5.001485126573295,8.48317602587402,5.75952242397774,7.099417805064394,2.9323904366060027,3.671410841936301,10.148203664233238,5.890791778499574,5.949724970933536,4.4375777733475665,5.415621468755558,8.367042680547398,4.659273612478798,8.747844291216705,11.23230165066245,11.563178537962758,9.200731004533079,7.12560691507494,10.37585816003645
sh.601288,6.904029528402989,9.366930452578115,5.59675188114971,5.849808706746824,10.336701347372651,6.442492020617812,7.313444870989598,10.852557359763225,10.299390736830885,6.904795892293513,14.215934186093333,6.9433159283369585,6.889082145687855,6.251899152682142,12.311612510373857,7.498039374953503,8.753246210568623,9.989984788723474,6.35862228490876,7.603494555596984,4.585780177554811,4.764466441230861,5.4992799408024275,0.0,9.432127022528329,7.311041401278943,7.875463406134893,3.79711749377927,7.841842256390171,7.290188279748943,9.861884349166854,4.038331572357256,5.721269295254168,8.697775487601982,4.648534308837729,5.818249006903865,10.788932512259727,6.080806378426891,7.8457985157282994,6.583210500058696,3.3275676385947928,10.392936543800745,10.365336166895654,8.913378487136713,9.404935205720983,10.436862971505683,10.406129135936927,7.428016266760403,10.481257732358381
